emp_id,name,gender,age,department,sub_function,band,location,date_of_joining,tenure_years,monthly_ctc,band_midpoint,comp_ratio,last_promotion_years,commute_km,engagement_score,performance_rating,work_mode,attrition_flag,attrition_month,attrition_reason,manager_id
EMP-01802,Arjun Naidu,F,28,Sales,Field Sales,M3,Nagpur,2017-03-17,8.8,103760,85000,1.221,6.1,16,3.4,3,On-site,1,2025-01-24,no recent promotion,EMP-00343
EMP-01803,Reyansh Shah,M,41,Finance,Controllership,M1,Guwahati,2021-11-27,4.1,41996,35000,1.2,0.8,21,4.0,3,On-site,0,,,EMP-02461
EMP-01804,Aarohi Yadav,F,21,Sales,Field Sales,M3,Chennai,2018-08-10,7.4,101347,85000,1.192,1.1,2,2.6,3,Remote,1,2025-02-18,low engagement,EMP-01099
EMP-01805,Sunita Kulkarni,M,37,Marketing,Trade Marketing,M3,Ahmedabad,2023-02-08,2.9,59500,85000,0.7,2.0,7,3.9,4,On-site,0,,,EMP-00397
EMP-01806,Sanjay Das,F,55,HR,Payroll,M3,Ludhiana,2025-02-07,0.9,90986,85000,1.07,0.9,15,5.0,3,On-site,0,,,EMP-01074
EMP-01807,Sanjay Iyer,M,22,Customer Service,Distributor Care,M1,Jaipur,2023-11-27,2.1,36188,35000,1.034,2.1,8,3.6,3,Hybrid,0,,,EMP-03504
EMP-01808,Aarohi Deshpande,F,32,IT,Data & Analytics,M2,Rudrapur,2022-02-08,3.9,54693,55000,0.994,0.6,6,3.4,2,On-site,0,,,EMP-00256
EMP-01809,Myra Chatterjee,F,34,Customer Service,Distributor Care,M2,Kanpur,2018-04-23,7.7,60366,55000,1.098,0.8,6,3.3,3,On-site,1,2025-10-13,no recent promotion,EMP-01967
EMP-01810,Saanvi Reddy,M,30,Legal,Compliance,M1,Bengaluru,2025-07-03,0.5,36459,35000,1.042,0.5,3,3.8,3,On-site,0,,,EMP-03557
EMP-01811,Saanvi Kaur,M,42,HR,HRBP,M1,Bengaluru,2016-10-23,9.2,38796,35000,1.108,2.4,16,2.0,4,On-site,1,2025-02-13,low engagement,EMP-02786
EMP-01812,Kiara Kulkarni,F,38,Sales,Key Accounts,M2,Cuttack,2025-10-20,0.2,52642,55000,0.957,0.2,12,4.9,4,On-site,0,,,EMP-03952
EMP-01813,Rajesh Mehta,F,35,Finance,Accounts Payable,M3,Indore,2025-10-20,0.2,105375,85000,1.24,0.2,37,4.3,3,Remote,0,,,EMP-02596
EMP-01814,Aarav Iyer,F,40,HR,HRBP,M1,Hyderabad,2024-11-26,1.1,39362,35000,1.125,0.1,17,2.8,3,On-site,0,,,EMP-01552
EMP-01815,Diya Mukherjee,M,34,Marketing,Trade Marketing,M4,Guwahati,2020-10-21,5.2,152153,140000,1.087,4.2,3,3.4,4,On-site,0,,,EMP-00688
EMP-01816,Sunita Chatterjee,M,59,Sales,Field Sales,M2,Guwahati,2025-07-03,0.5,59345,55000,1.079,0.4,12,2.9,4,Remote,1,2025-05-06,low engagement,EMP-01641
EMP-01817,Riya Chauhan,M,35,Marketing,Digital,M3,Ludhiana,2015-07-06,10.5,100739,85000,1.185,4.4,25,3.7,3,On-site,1,2025-04-25,no recent promotion,EMP-02255
EMP-01818,Anika Reddy,F,36,HR,Talent Acquisition,M2,Chennai,2020-10-21,5.2,63991,55000,1.163,5.2,70,3.5,4,On-site,0,,,EMP-03713
EMP-01819,Rahul Ahmed,M,21,Manufacturing,Maintenance,M2,Hyderabad,2025-03-15,0.8,54008,55000,0.982,0.8,1,3.6,4,Remote,0,,,EMP-02777
EMP-01820,Arjun Reddy,M,30,Marketing,Digital,M3,Kolkata,2025-01-01,1.0,98468,85000,1.158,1.0,11,2.5,4,On-site,0,,,EMP-03620
EMP-01821,Diya Singh,F,43,IT,Data & Analytics,M5,Nagpur,2025-04-21,0.7,236405,230000,1.028,0.7,6,3.0,3,Hybrid,0,,,EMP-00673
EMP-01822,Meera Nair,M,23,IT,Data & Analytics,M2,Rudrapur,2022-11-27,3.1,71869,55000,1.307,3.1,5,4.4,3,On-site,1,2025-07-03,no recent promotion,EMP-02503
EMP-01823,Aarav Ahmed,M,21,Legal,Contracts,M2,Cuttack,2020-08-09,5.4,64660,55000,1.176,2.4,13,2.9,2,On-site,0,,,EMP-02144
EMP-01824,Farhan Bose,F,34,IT,Applications,M3,Hyderabad,2025-02-07,0.9,76492,85000,0.9,0.9,12,1.0,4,Remote,0,,,EMP-03202
EMP-01825,Amit Sharma,M,45,Marketing,Brand,M3,Chennai,2024-11-26,1.1,116698,85000,1.373,0.0,23,3.3,4,On-site,0,,,EMP-02841
EMP-01826,Diya Shah,M,34,Supply Chain,Warehouse,M1,Ahmedabad,2023-10-21,2.2,24500,35000,0.7,2.2,6,5.0,5,Hybrid,0,,,EMP-02165
EMP-01827,Arjun Reddy,F,31,Legal,Compliance,M2,Nagpur,2025-10-20,0.2,60609,55000,1.102,0.2,4,4.2,2,Hybrid,0,,,EMP-00698
EMP-01828,Aarav Menon,F,21,Legal,Contracts,M2,Guwahati,2013-07-06,12.5,48873,55000,0.889,1.9,15,2.9,3,On-site,0,,,EMP-02401
EMP-01829,Priya Chatterjee,M,38,Marketing,Brand,M5,Pune,2025-07-03,0.5,299264,230000,1.301,0.5,3,3.4,4,Hybrid,0,,,EMP-01436
EMP-01830,Sneha Sharma,M,39,Customer Service,Consumer Care,M2,Ahmedabad,2023-08-09,2.4,57225,55000,1.04,1.1,23,4.0,4,Remote,0,,,EMP-00543
EMP-01831,Zoya Chauhan,M,21,HR,Talent Acquisition,M2,Bengaluru,2022-10-21,3.2,48015,55000,0.873,2.7,26,1.8,4,Hybrid,0,,,EMP-00890
EMP-01832,Anika Chatterjee,M,43,Manufacturing,Maintenance,M5,Indore,2024-02-08,1.9,220193,230000,0.957,1.2,46,2.6,3,On-site,0,,,EMP-01066
EMP-01833,Krishna Verma,M,40,IT,Applications,M2,Cuttack,2018-04-23,7.7,48717,55000,0.886,3.4,2,3.8,5,On-site,0,,,EMP-02849
EMP-01834,Vivaan Pillai,M,43,Manufacturing,Production,M1,Ludhiana,2024-04-21,1.7,33288,35000,0.951,1.7,12,4.8,5,On-site,0,,,EMP-01892
EMP-01835,Kiara Kapoor,M,39,IT,Infrastructure,M1,Ahmedabad,2024-04-21,1.7,33160,35000,0.947,0.3,21,3.0,5,On-site,0,,,EMP-00365
EMP-01836,Aarohi Mukherjee,M,39,R&D,Packaging Dev,M1,Jaipur,2022-05-28,3.6,30794,35000,0.88,2.3,39,4.8,3,Hybrid,0,,,EMP-03755
EMP-01837,Imran Reddy,F,38,Supply Chain,Planning,M1,Nagpur,2023-07-04,2.5,36512,35000,1.043,0.2,17,2.7,4,Remote,0,,,EMP-03361
EMP-01838,Rohan Joshi,M,41,Customer Service,Consumer Care,M2,Rudrapur,2022-02-08,3.9,58443,55000,1.063,2.2,9,1.0,2,On-site,1,2025-01-28,low engagement,EMP-03869
EMP-01839,Reyansh Iyer,M,21,HR,Payroll,M3,Indore,2025-03-15,0.8,71450,85000,0.841,0.8,11,4.1,3,On-site,0,,,EMP-01123
EMP-01840,Riya Malhotra,F,22,Marketing,Brand,M3,Ludhiana,2023-05-28,2.6,62448,85000,0.735,2.6,3,3.9,2,Remote,1,2025-04-06,below-band pay,EMP-01395
EMP-01841,Amit Banerjee,M,28,Manufacturing,Maintenance,M1,Kanpur,2024-01-02,2.0,36741,35000,1.05,1.1,48,4.1,3,On-site,0,,,EMP-01499
EMP-01842,Zoya Deshpande,F,33,Manufacturing,Production,M2,Indore,2024-01-02,2.0,59681,55000,1.085,1.1,10,4.0,5,On-site,0,,,EMP-00974
EMP-01843,Priya Naidu,F,37,Marketing,Digital,M1,Kanpur,2024-08-09,1.4,39089,35000,1.117,1.4,11,3.6,4,On-site,0,,,EMP-02307
EMP-01844,Navya Ahmed,F,37,HR,Talent Acquisition,M5,Pune,2023-08-09,2.4,250283,230000,1.088,2.4,2,3.2,3,On-site,0,,,EMP-02211
EMP-01845,Zoya Shah,F,43,HR,Talent Acquisition,M1,Kolkata,2024-03-15,1.8,43807,35000,1.252,1.8,29,3.2,4,Remote,0,,,EMP-01203
EMP-01846,Neha Banerjee,F,43,Legal,Contracts,M3,Jaipur,2008-04-25,17.7,98560,85000,1.16,1.8,14,3.0,3,On-site,0,,,EMP-01489
EMP-01847,Aarav Kapoor,M,27,R&D,Packaging Dev,M2,Pune,2017-03-17,8.8,78582,55000,1.429,0.7,70,3.0,3,On-site,0,,,EMP-03275
EMP-01848,Priya Mehta,M,36,IT,Data & Analytics,M3,Noida,2025-01-01,1.0,127169,85000,1.496,0.7,11,1.8,4,Hybrid,0,,,EMP-03719
EMP-01849,Amit Yadav,M,27,Supply Chain,Logistics,M2,Kanpur,2025-10-20,0.2,39529,55000,0.719,0.2,25,2.3,3,Hybrid,1,2025-07-25,below-band pay,EMP-03166
EMP-01850,Ayesha Joshi,F,32,Legal,Contracts,M3,Guwahati,2025-08-08,0.4,59500,85000,0.7,0.4,50,3.3,4,Remote,0,,,EMP-03775
EMP-01851,Rajesh Chatterjee,M,37,Marketing,Digital,M1,Chennai,2024-08-09,1.4,34959,35000,0.999,1.4,1,1.4,4,Hybrid,0,,,EMP-02053
EMP-01852,Krishna Shah,M,21,Legal,Compliance,M4,Cuttack,2023-02-08,2.9,151295,140000,1.081,1.1,1,1.6,3,On-site,1,2025-07-10,low engagement,EMP-02291
EMP-01853,Ayesha Deshpande,M,53,Sales,Field Sales,M2,Indore,2023-02-08,2.9,54332,55000,0.988,2.9,2,3.1,3,Remote,0,,,EMP-00934
EMP-01854,Vivaan Nair,M,39,Marketing,Digital,M3,Cuttack,2023-10-21,2.2,94569,85000,1.113,0.5,24,3.3,3,On-site,0,,,EMP-03200
EMP-01855,Vikram Chauhan,M,29,R&D,Packaging Dev,M4,Ahmedabad,2016-03-17,9.8,133947,140000,0.957,6.8,9,3.1,4,On-site,1,2025-11-25,no recent promotion,EMP-03312
EMP-01856,Aarohi Ahmed,M,49,IT,Applications,M6,Ahmedabad,2018-07-05,7.5,337808,380000,0.889,0.3,10,1.3,3,On-site,0,,,
EMP-01857,Rohan Kaur,F,31,HR,HRBP,M1,Cuttack,2016-07-05,9.5,31960,35000,0.913,5.6,5,4.8,4,On-site,0,,,EMP-00127
EMP-01858,Zoya Sharma,M,35,Sales,Key Accounts,M1,Jaipur,2025-05-27,0.6,33879,35000,0.968,0.6,56,2.1,3,On-site,1,2025-11-05,low engagement,EMP-00288
EMP-01859,Anika Pillai,F,30,Manufacturing,Quality,M1,Ludhiana,2025-05-27,0.6,39724,35000,1.135,0.6,70,2.7,1,Hybrid,1,2025-02-10,low performance rating,EMP-01708
EMP-01860,Deepak Kaur,F,47,IT,Infrastructure,M1,Kolkata,2020-08-09,5.4,32274,35000,0.922,0.3,51,2.3,3,On-site,1,2025-08-26,low engagement,EMP-01109
EMP-01861,Saanvi Deshpande,M,33,Marketing,Trade Marketing,M3,Indore,2025-07-03,0.5,81070,85000,0.954,0.5,18,4.6,3,On-site,0,,,EMP-02095
EMP-01862,Sai Rao,M,35,Customer Service,Distributor Care,M6,Jaipur,2021-01-02,5.0,414669,380000,1.091,0.5,3,3.8,2,Remote,0,,,
EMP-01863,Pooja Khan,F,44,Supply Chain,Planning,M6,Ludhiana,2025-09-14,0.3,367913,380000,0.968,0.3,29,3.0,3,Hybrid,0,,,
EMP-01864,Reyansh Shah,F,39,Sales,Sales Ops,M2,Pune,2022-11-27,3.1,64827,55000,1.179,0.6,15,2.9,4,Hybrid,0,,,EMP-01129
EMP-01865,Karan Yadav,M,34,Supply Chain,Logistics,M3,Guwahati,2025-09-14,0.3,72495,85000,0.853,0.3,13,3.6,4,Hybrid,0,,,EMP-00151
EMP-01866,Kavya Yadav,M,43,R&D,Product Dev,M4,Indore,2024-09-14,1.3,114545,140000,0.818,0.2,15,2.3,3,On-site,1,2025-07-24,low engagement,EMP-01760
EMP-01867,Ayesha Reddy,M,54,Legal,Compliance,M5,Noida,2024-08-09,1.4,241210,230000,1.049,1.4,2,3.7,3,On-site,0,,,EMP-02291
EMP-01868,Navya Mishra,M,37,Sales,Field Sales,M1,Pune,2019-11-28,6.1,37264,35000,1.065,6.1,6,2.9,3,Hybrid,0,,,EMP-00250
EMP-01869,Priya Yadav,M,35,Supply Chain,Warehouse,M2,Hyderabad,2025-07-03,0.5,47388,55000,0.862,0.5,5,3.9,4,Hybrid,1,2025-05-22,below-band pay,EMP-02794
EMP-01870,Amit Das,M,35,Manufacturing,Maintenance,M4,Ahmedabad,2021-03-16,4.8,170097,140000,1.215,4.8,6,3.8,5,On-site,0,,,EMP-03162
EMP-01871,Sneha Bose,M,44,Finance,Accounts Payable,M2,Ludhiana,2024-09-14,1.3,71939,55000,1.308,1.3,3,2.9,4,On-site,0,,,EMP-03171
EMP-01872,Myra Mehta,M,29,Marketing,Trade Marketing,M2,Kanpur,2022-08-09,3.4,49475,55000,0.9,1.1,1,1.6,3,On-site,0,,,EMP-01072
EMP-01873,Aadhya Verma,M,32,Marketing,Digital,M6,Ahmedabad,2016-10-23,9.2,470428,380000,1.238,3.3,3,3.2,4,On-site,0,,,
EMP-01874,Sneha Mukherjee,F,22,IT,Data & Analytics,M6,Pune,2020-03-16,5.8,266000,380000,0.7,0.1,3,2.1,4,On-site,0,,,
EMP-01875,Amit Kapoor,F,25,R&D,Product Dev,M4,Pune,2019-05-29,6.6,164105,140000,1.172,3.8,20,3.5,2,On-site,0,,,EMP-00905
EMP-01876,Sunita Iyer,M,30,Sales,Key Accounts,M4,Nagpur,2012-07-06,13.5,120786,140000,0.863,2.1,18,3.2,3,On-site,0,,,EMP-00321
EMP-01877,Deepak Malhotra,F,34,R&D,Product Dev,M1,Kanpur,2025-08-08,0.4,40466,35000,1.156,0.4,47,2.9,3,On-site,0,,,EMP-03194
EMP-01878,Meera Pillai,F,48,Supply Chain,Planning,M2,Rudrapur,2014-03-18,11.8,46541,55000,0.846,3.2,14,2.2,4,On-site,0,,,EMP-00386
EMP-01879,Priya Mehta,M,38,Legal,Contracts,M2,Rudrapur,2015-01-04,11.0,54397,55000,0.989,1.0,5,4.5,3,On-site,0,,,EMP-00986
EMP-01880,Krishna Sharma,M,27,Marketing,Digital,M2,Kanpur,2022-09-15,3.3,47871,55000,0.87,3.2,19,3.0,3,On-site,1,2025-10-05,below-band pay,EMP-03820
EMP-01881,Zoya Mishra,M,28,Marketing,Digital,M2,Nagpur,2018-04-23,7.7,53118,55000,0.966,5.3,35,5.0,3,On-site,0,,,EMP-03889
EMP-01882,Rohan Banerjee,F,45,Legal,Compliance,M3,Chennai,2025-10-20,0.2,109887,85000,1.293,0.2,2,3.4,3,On-site,0,,,EMP-00257
EMP-01883,Rohan Mukherjee,F,43,Manufacturing,Quality,M2,Chennai,2023-01-02,3.0,54050,55000,0.983,1.2,24,3.7,4,On-site,1,2025-06-22,long commute,EMP-03759
EMP-01884,Kiara Menon,M,34,R&D,Product Dev,M3,Noida,2023-08-09,2.4,113700,85000,1.338,2.4,6,3.4,3,Hybrid,0,,,EMP-03885
EMP-01885,Simran Ahmed,M,30,Supply Chain,Planning,M2,Noida,2009-10-24,16.2,51605,55000,0.938,0.3,24,3.7,3,On-site,0,,,EMP-03241
EMP-01886,Ananya Mehta,F,43,Customer Service,Consumer Care,M2,Kolkata,2024-10-20,1.2,68128,55000,1.239,0.7,1,4.4,3,Hybrid,0,,,EMP-01770
EMP-01887,Zoya Mehta,F,26,Marketing,Trade Marketing,M1,Kanpur,2023-01-02,3.0,25896,35000,0.74,1.3,14,4.4,5,On-site,0,,,EMP-00922
EMP-01888,Arjun Malhotra,M,37,IT,Infrastructure,M1,Indore,2025-03-15,0.8,33396,35000,0.954,0.8,2,1.8,3,On-site,0,,,EMP-03865
EMP-01889,Kiara Sharma,M,52,Marketing,Brand,M4,Kanpur,2022-11-27,3.1,127991,140000,0.914,1.6,5,4.2,3,On-site,0,,,EMP-00711
EMP-01890,Meera Verma,F,36,HR,HRBP,M2,Jaipur,2019-07-05,6.5,68532,55000,1.246,3.6,2,3.8,3,On-site,0,,,EMP-01439
EMP-01891,Saanvi Mehta,M,28,Finance,FP&A,M1,Jaipur,2021-02-08,4.9,36037,35000,1.03,4.1,22,3.4,3,On-site,0,,,EMP-02813
EMP-01892,Sneha Iyer,F,37,Manufacturing,Production,M3,Indore,2025-10-20,0.2,59500,85000,0.7,0.2,1,4.9,4,On-site,0,,,EMP-03928
EMP-01893,Vihaan Chatterjee,F,30,Sales,Key Accounts,M2,Rudrapur,2025-10-20,0.2,43471,55000,0.79,0.2,28,5.0,5,On-site,0,,,EMP-03787
EMP-01894,Riya Sharma,M,23,Supply Chain,Logistics,M1,Chennai,2021-09-15,4.3,29329,35000,0.838,0.7,3,4.2,3,Hybrid,0,,,EMP-03543
EMP-01895,Deepak Kaur,M,40,Legal,Contracts,M2,Kanpur,2022-02-08,3.9,63220,55000,1.149,0.5,7,2.9,3,On-site,0,,,EMP-03399
EMP-01896,Aarav Verma,F,43,Customer Service,Consumer Care,M1,Cuttack,2023-03-17,2.8,39508,35000,1.129,1.3,2,2.3,2,Hybrid,0,,,EMP-03067
EMP-01897,Navya Nair,M,32,IT,Infrastructure,M3,Bengaluru,2024-11-26,1.1,80915,85000,0.952,1.1,22,4.1,3,On-site,0,,,EMP-00673
EMP-01898,Priya Yadav,M,31,Customer Service,Distributor Care,M1,Hyderabad,2025-10-20,0.2,31928,35000,0.912,0.2,23,4.6,1,On-site,0,,,EMP-00734
EMP-01899,Kiara Malhotra,M,26,Manufacturing,Quality,M1,Pune,2019-10-22,6.2,39012,35000,1.115,1.4,2,1.6,3,Hybrid,0,,,EMP-00507
EMP-01900,Imran Ahmed,M,33,HR,Payroll,M1,Guwahati,2022-03-16,3.8,28675,35000,0.819,0.4,1,4.4,2,On-site,1,2025-02-27,below-band pay,EMP-03114
EMP-01901,Simran Nair,M,30,HR,Talent Acquisition,M3,Noida,2020-02-09,5.9,91224,85000,1.073,0.8,5,3.2,4,On-site,0,,,EMP-00080
EMP-01902,Sai Kulkarni,F,26,Legal,Contracts,M1,Cuttack,2020-08-09,5.4,37086,35000,1.06,0.0,4,1.8,5,On-site,1,2025-06-17,low engagement,EMP-03834
EMP-01903,Myra Nair,M,49,Finance,Accounts Payable,M4,Hyderabad,2023-02-08,2.9,133849,140000,0.956,2.9,3,3.8,2,On-site,1,2025-04-16,low performance rating,EMP-02480
EMP-01904,Aadhya Bose,M,38,R&D,Packaging Dev,M1,Ludhiana,2023-11-27,2.1,37227,35000,1.064,0.7,3,4.2,4,Remote,0,,,EMP-02159
EMP-01905,Sneha Mishra,M,39,HR,Payroll,M3,Noida,2025-08-08,0.4,86388,85000,1.016,0.0,3,3.1,4,On-site,0,,,EMP-03326
EMP-01906,Sai Mehta,M,41,Legal,Contracts,M2,Noida,2023-07-04,2.5,59377,55000,1.08,0.6,10,2.4,3,On-site,0,,,EMP-02928
EMP-01907,Aarohi Verma,F,40,Finance,FP&A,M2,Kanpur,2023-07-04,2.5,43260,55000,0.787,2.1,10,4.9,5,On-site,0,,,EMP-00162
EMP-01908,Farhan Mishra,M,31,Manufacturing,Quality,M1,Nagpur,2024-11-26,1.1,38441,35000,1.098,1.1,16,2.8,4,On-site,0,,,EMP-00379
EMP-01909,Priya Patel,F,36,Supply Chain,Logistics,M4,Ludhiana,2017-10-23,8.2,162996,140000,1.164,2.5,13,4.4,3,On-site,0,,,EMP-02794
EMP-01910,Pooja Bose,M,32,Manufacturing,Maintenance,M4,Bengaluru,2021-08-09,4.4,147189,140000,1.051,1.5,22,2.0,4,On-site,0,,,EMP-02974
EMP-01911,Sanjay Yadav,M,38,Legal,Contracts,M1,Indore,2025-05-27,0.6,38367,35000,1.096,0.6,3,3.8,3,On-site,0,,,EMP-01867
EMP-01912,Reyansh Yadav,M,37,Supply Chain,Logistics,M1,Indore,2015-05-30,10.6,34384,35000,0.982,2.1,35,3.7,1,On-site,0,,,EMP-02261
EMP-01913,Navya Mishra,F,31,Legal,Contracts,M4,Pune,2022-08-09,3.4,159966,140000,1.143,3.4,3,4.2,3,Hybrid,0,,,EMP-02068
EMP-01914,Riya Menon,M,23,Manufacturing,Production,M2,Guwahati,2024-09-14,1.3,55574,55000,1.01,0.3,15,4.7,4,On-site,0,,,EMP-00713
EMP-01915,Riya Reddy,F,35,Marketing,Brand,M1,Guwahati,2014-04-24,11.7,28572,35000,0.816,1.1,25,2.7,4,Hybrid,0,,,EMP-01342
EMP-01916,Manish Bose,M,32,Marketing,Trade Marketing,M1,Guwahati,2023-07-04,2.5,39593,35000,1.131,0.5,14,3.9,3,On-site,0,,,EMP-01075
EMP-01917,Rahul Malhotra,F,21,Manufacturing,Quality,M3,Ludhiana,2018-09-16,7.3,62776,85000,0.739,4.9,3,2.2,3,On-site,1,2025-08-13,below-band pay,EMP-02888
EMP-01918,Sneha Nair,F,38,Customer Service,Consumer Care,M3,Ludhiana,2022-01-02,4.0,88846,85000,1.045,1.1,6,2.2,2,Remote,0,,,EMP-02648
EMP-01919,Aadhya Shah,F,42,Customer Service,Distributor Care,M3,Ludhiana,2024-11-26,1.1,79775,85000,0.939,1.1,23,2.9,5,On-site,0,,,EMP-03990
EMP-01920,Ishaan Bose,M,54,HR,HRBP,M5,Chennai,2021-01-02,5.0,213509,230000,0.928,0.9,33,3.8,3,On-site,0,,,EMP-03713
EMP-01921,Simran Rao,M,31,HR,Payroll,M2,Indore,2024-09-14,1.3,56514,55000,1.028,0.5,1,4.9,4,On-site,0,,,EMP-01432
EMP-01922,Riya Mehta,M,30,Supply Chain,Warehouse,M2,Cuttack,2024-05-27,1.6,48758,55000,0.887,0.5,20,5.0,3,On-site,1,2025-08-09,below-band pay,EMP-03091
EMP-01923,Sai Mehta,M,25,Supply Chain,Warehouse,M2,Jaipur,2023-11-27,2.1,59507,55000,1.082,1.9,42,3.1,1,On-site,1,2025-10-20,low performance rating,EMP-02438
EMP-01924,Manish Mishra,F,36,Marketing,Trade Marketing,M2,Nagpur,2024-02-08,1.9,55500,55000,1.009,0.7,3,3.7,3,On-site,0,,,EMP-02829
EMP-01925,Meera Naidu,M,36,Customer Service,Consumer Care,M1,Kolkata,2022-04-22,3.7,31543,35000,0.901,1.8,5,4.2,3,On-site,0,,,EMP-02572
EMP-01926,Diya Das,M,28,Finance,Accounts Payable,M1,Guwahati,2020-01-03,6.0,42494,35000,1.214,2.9,21,4.1,3,On-site,0,,,EMP-03420
EMP-01927,Deepak Iyer,M,33,Manufacturing,Quality,M2,Rudrapur,2023-09-15,2.3,56802,55000,1.033,1.4,4,3.2,4,On-site,0,,,EMP-00014
EMP-01928,Ishaan Mukherjee,M,21,Finance,FP&A,M3,Noida,2023-03-17,2.8,93579,85000,1.101,0.8,4,3.5,3,On-site,0,,,EMP-02853
EMP-01929,Kavya Kulkarni,M,41,Supply Chain,Logistics,M1,Jaipur,2025-07-03,0.5,42933,35000,1.227,0.5,6,3.3,2,Hybrid,0,,,EMP-01412
EMP-01930,Rahul Mukherjee,F,28,Finance,Controllership,M2,Ludhiana,2023-01-02,3.0,67322,55000,1.224,0.7,1,3.2,4,Hybrid,0,,,EMP-00245
EMP-01931,Priya Banerjee,M,34,Legal,Contracts,M3,Nagpur,2025-02-07,0.9,92885,85000,1.093,0.9,16,3.1,3,On-site,1,2025-07-03,low engagement,EMP-00257
EMP-01932,Priya Bose,M,23,Sales,Key Accounts,M3,Chennai,2024-05-27,1.6,80884,85000,0.952,0.6,23,3.3,4,On-site,0,,,EMP-02074
EMP-01933,Meera Bose,M,29,Marketing,Brand,M3,Guwahati,2024-04-21,1.7,65556,85000,0.771,1.7,23,3.0,4,Hybrid,0,,,EMP-02829
EMP-01934,Vikram Banerjee,M,32,Customer Service,Consumer Care,M4,Rudrapur,2022-11-27,3.1,144630,140000,1.033,3.1,19,2.4,5,On-site,0,,,EMP-00170
EMP-01935,Vivaan Mishra,M,34,R&D,Packaging Dev,M3,Chennai,2020-08-09,5.4,99886,85000,1.175,5.4,10,4.2,3,Hybrid,0,,,EMP-02387
EMP-01936,Simran Sharma,M,38,Marketing,Digital,M1,Kolkata,2023-07-04,2.5,36984,35000,1.057,1.6,57,3.9,3,Hybrid,0,,,EMP-03588
EMP-01937,Vikram Gupta,M,46,Legal,Contracts,M2,Pune,2025-09-14,0.3,38500,55000,0.7,0.3,33,5.0,3,On-site,0,,,EMP-01794
EMP-01938,Ishaan Menon,M,40,Customer Service,Consumer Care,M3,Guwahati,2015-03-18,10.8,96833,85000,1.139,0.9,11,3.7,3,Hybrid,0,,,EMP-03567
EMP-01939,Riya Malhotra,F,42,Supply Chain,Planning,M1,Jaipur,2025-01-01,1.0,40216,35000,1.149,0.0,5,3.0,3,On-site,0,,,EMP-00792
EMP-01940,Anika Pillai,F,46,R&D,Product Dev,M1,Ludhiana,2023-08-09,2.4,33313,35000,0.952,0.1,14,2.8,1,On-site,1,2025-07-26,low performance rating,EMP-01389
EMP-01941,Imran Kaur,F,39,Manufacturing,Production,M1,Noida,2013-11-29,12.1,40535,35000,1.158,1.6,1,3.4,3,Remote,0,,,EMP-01281
EMP-01942,Ishaan Menon,M,34,Manufacturing,Maintenance,M2,Rudrapur,2015-04-24,10.7,60526,55000,1.1,1.9,22,3.9,5,Hybrid,0,,,EMP-02389
EMP-01943,Karan Yadav,M,42,HR,Talent Acquisition,M2,Kanpur,2022-08-09,3.4,48968,55000,0.89,1.4,11,3.2,5,On-site,1,2025-06-20,below-band pay,EMP-03488
EMP-01944,Manish Yadav,M,43,IT,Applications,M1,Ludhiana,2021-02-08,4.9,42119,35000,1.203,0.8,2,2.1,2,Hybrid,0,,,EMP-00574
EMP-01945,Kiara Verma,M,39,Legal,Contracts,M4,Bengaluru,2018-08-10,7.4,111609,140000,0.797,2.3,16,2.7,5,On-site,0,,,EMP-01188
EMP-01946,Sanjay Nair,F,22,Customer Service,Distributor Care,M5,Ludhiana,2024-08-09,1.4,227893,230000,0.991,0.4,1,3.4,4,Hybrid,0,,,EMP-03513
EMP-01947,Sanjay Ahmed,M,27,IT,Data & Analytics,M1,Indore,2021-02-08,4.9,34121,35000,0.975,4.9,65,4.1,1,Remote,0,,,EMP-02871
EMP-01948,Aarav Banerjee,M,32,IT,Applications,M5,Chennai,2024-08-09,1.4,199624,230000,0.868,0.6,3,2.1,4,Hybrid,1,2025-03-14,low engagement,EMP-00457
EMP-01949,Ayesha Banerjee,F,40,R&D,Product Dev,M1,Ahmedabad,2020-08-09,5.4,36701,35000,1.049,5.4,40,3.6,5,On-site,0,,,EMP-00651
EMP-01950,Vihaan Gupta,M,34,Manufacturing,Maintenance,M5,Kanpur,2024-01-02,2.0,278222,230000,1.21,2.0,18,3.6,4,On-site,0,,,EMP-03455
EMP-01951,Vihaan Shah,M,43,Supply Chain,Planning,M5,Kanpur,2024-09-14,1.3,275917,230000,1.2,1.3,6,3.0,4,Hybrid,0,,,EMP-01268
EMP-01952,Reyansh Singh,F,45,Marketing,Trade Marketing,M1,Guwahati,2019-01-03,7.0,39053,35000,1.116,0.1,37,2.9,3,On-site,0,,,EMP-03867
EMP-01953,Rajesh Iyer,M,44,Manufacturing,Production,M3,Kolkata,2025-04-21,0.7,61935,85000,0.729,0.7,1,2.7,3,Remote,0,,,EMP-03084
EMP-01954,Kiara Pillai,F,44,Legal,Compliance,M6,Pune,2021-09-15,4.3,298774,380000,0.786,2.6,9,3.5,4,On-site,0,,,
EMP-01955,Farhan Kulkarni,M,26,Legal,Contracts,M4,Guwahati,2025-10-20,0.2,143722,140000,1.027,0.2,8,4.4,3,On-site,0,,,EMP-02770
